rescue_id,business_id,business_name,business_type,city,country,latitude,longitude,date,food_category,food_item,surplus_items,surplus_kg,original_price,rescue_price,currency,meals_available,meals_rescued,meals_expired,rescue_rate,revenue_recovered_local,revenue_recovered_usd,co2e_avoided_kg,data_type
RES-0000109,NIG-IBA-04,Daily Ibadan 04,Bakery,Ibadan,Nigeria,7.409602,3.988742,2025-10-11,Prepared Meals,Chicken Meal,43,16.45,776.0,286.0,NGN,46,32,14,0.6957,9152.0,5.72,21.35,Synthetic
RES-0000110,ETH-BAH-01,Urban Bahir Dar 01,Restaurant,Bahir Dar,Ethiopia,11.569617,37.354543,2025-04-08,Rice & Grains,Millet Pack,20,9.65,1390.0,610.0,ETB,23,9,14,0.3913,5490.0,37.86,6.2,Synthetic
RES-0000111,GHA-ACC-01,Prime Plate Accra 01,Caterer,Accra,Ghana,5.613846,-0.184916,2025-12-19,Prepared Meals,Jollof Rice,65,28.44,30.0,12.0,GHS,64,56,8,0.875,672.0,43.35,37.55,Synthetic
RES-0000112,NIG-BEN-01,Royal Benin City 01,Hotel,Benin City,Nigeria,6.30204,5.609008,2025-10-25,Prepared Meals,Chicken Meal,76,38.76,3280.0,1670.0,NGN,89,80,9,0.8989,133600.0,83.5,57.93,Synthetic
RES-0000113,NIG-KAN-01,Kitchen Kano 01,Restaurant,Kano,Nigeria,11.996973,8.592084,2025-11-22,Beverages,Fruit Juice,6,2.63,4240.0,2090.0,NGN,5,5,0,1.0,10450.0,6.53,2.53,Synthetic
RES-0000114,SOU-PRE-01,Fresh Choice Pretoria 01,Supermarket,Pretoria,South Africa,-25.760991,28.24304,2025-01-02,Beverages,Fruit Juice,53,19.9,286.0,131.0,ZAR,47,42,5,0.8936,5502.0,305.67,19.92,Synthetic
RES-0000115,NIG-IBA-05,Daily Ibadan 05,Bakery,Ibadan,Nigeria,7.350846,3.963035,2025-04-30,Pastries,Meat Pie,21,3.38,2000.0,1150.0,NGN,7,3,4,0.4286,3450.0,2.16,1.49,Synthetic
RES-0000116,TAN-ARU-01,City Market Arusha 01,Supermarket,Arusha,Tanzania,-3.339891,36.701435,2025-11-08,Fruits & Vegetables,Bananas,42,23.43,49620.0,26630.0,TZS,64,24,40,0.375,639120.0,245.82,22.25,Synthetic
RES-0000117,UGA-KAM-02,ValueMart Kampala 02,Supermarket,Kampala,Uganda,0.333223,32.565997,2025-06-06,Fruits & Vegetables,Oranges,13,5.79,15810.0,7310.0,UGX,11,5,6,0.4545,36550.0,9.88,3.37,Synthetic
RES-0000118,RWA-KIG-01,City Bites Kigali 01,Food Vendor,Kigali,Rwanda,-1.92882,30.115873,2025-08-26,Rice & Grains,Maize Meal,42,17.07,10300.0,6070.0,RWF,34,26,8,0.7647,157820.0,108.84,28.19,Synthetic
RES-0000119,GHA-TAK-01,Daily Takoradi 01,Bakery,Takoradi,Ghana,4.906987,-1.715351,2025-06-10,Pastries,Muffin,86,13.4,66.0,27.0,GHS,30,26,4,0.8667,702.0,45.29,19.44,Synthetic
RES-0000120,SOU-JOH-02,Golden Johannesburg 02,Restaurant,Johannesburg,South Africa,-26.169994,28.049022,2025-07-02,Rice & Grains,Brown Rice,32,13.07,136.0,62.0,ZAR,41,37,4,0.9024,2294.0,127.44,38.39,Synthetic
RES-0000121,SOU-CAP-01,Premier Cape Town 01,Hotel,Cape Town,South Africa,-33.93488,18.451818,2025-03-14,Prepared Meals,Fried Rice,50,24.27,99.0,61.0,ZAR,57,44,13,0.7719,2684.0,149.11,26.88,Synthetic
RES-0000122,SOU-PRE-01,Morning Pretoria 01,Bakery,Pretoria,South Africa,-25.840911,28.239557,2025-10-19,Prepared Meals,Chicken Meal,19,7.86,94.0,49.0,ZAR,20,16,4,0.8,784.0,43.56,13.43,Synthetic
RES-0000123,NIG-POR-01,Urban Cup Port Harcourt 01,Café,Port Harcourt,Nigeria,4.815003,7.038706,2025-09-24,Rice & Grains,Rice Pack,13,6.6,3760.0,1390.0,NGN,13,13,0,1.0,18070.0,11.29,6.84,Synthetic
RES-0000124,GHA-TAM-01,Prime Plate Tamale 01,Caterer,Tamale,Ghana,9.413208,-0.830724,2025-07-25,Fruits & Vegetables,Mangoes,103,56.89,110.0,52.0,GHS,107,72,35,0.6729,3744.0,241.55,42.51,Synthetic
RES-0000125,NIG-KAN-02,ValueMart Kano 02,Supermarket,Kano,Nigeria,11.964109,8.572116,2025-02-24,Prepared Meals,Local Rice Meal,35,14.54,2900.0,1740.0,NGN,32,26,6,0.8125,45240.0,28.28,17.65,Synthetic
RES-0000126,KEN-NAK-01,Green Cup Nakuru 01,Café,Nakuru,Kenya,-0.292327,36.063347,2025-10-15,Fruits & Vegetables,Oranges,36,18.27,1720.0,880.0,KES,40,27,13,0.675,23760.0,182.77,25.43,Synthetic
RES-0000127,NIG-IBA-01,Mama's Ibadan 01,Food Vendor,Ibadan,Nigeria,7.383705,3.942905,2025-02-24,Dairy,Custard,14,3.94,2710.0,1620.0,NGN,8,7,1,0.875,11340.0,7.09,6.0,Synthetic
RES-0000128,NIG-ABE-02,City Bites Abeokuta 02,Food Vendor,Abeokuta,Nigeria,7.177372,3.362898,2025-07-18,Fruits & Vegetables,Mixed Vegetables,12,5.6,7140.0,4430.0,NGN,10,10,0,1.0,44300.0,27.69,8.73,Synthetic
RES-0000129,NIG-ABU-02,Green Cup Abuja 02,Café,Abuja,Nigeria,9.061782,7.404511,2025-06-26,Prepared Meals,Jollof Rice,12,5.65,1350.0,530.0,NGN,14,11,3,0.7857,5830.0,3.64,5.83,Synthetic
RES-0000130,SOU-DUR-01,Quick Bite Durban 01,Food Vendor,Durban,South Africa,-29.836847,30.981805,2025-01-07,Fruits & Vegetables,Mixed Vegetables,8,4.2,41.0,23.0,ZAR,8,7,1,0.875,161.0,8.94,5.82,Synthetic
RES-0000131,NIG-IBA-01,Golden Ibadan 01,Restaurant,Ibadan,Nigeria,7.430446,3.918598,2025-10-21,Bakery,Bread Loaf,45,12.58,6180.0,2760.0,NGN,40,27,13,0.675,74520.0,46.58,17.06,Synthetic
RES-0000132,SEN-SAI-01,Sunrise Saint-Louis 01,Bakery,Saint-Louis,Senegal,16.00317,-16.525748,2025-06-30,Dairy,Flavoured Yoghurt,27,9.28,7530.0,4620.0,XOF,19,14,5,0.7368,64680.0,106.03,15.12,Synthetic
RES-0000133,SOU-CAP-01,Golden Cape Town 01,Restaurant,Cape Town,South Africa,-33.961531,18.421288,2025-09-04,Bakery,Bread Loaf,17,4.14,222.0,98.0,ZAR,9,4,5,0.4444,392.0,21.78,4.52,Synthetic
RES-0000134,NIG-KAN-03,Bean Kano 03,Café,Kano,Nigeria,11.945708,8.613381,2025-06-19,Prepared Meals,Chicken Meal,18,6.94,2900.0,1360.0,NGN,13,13,0,1.0,17680.0,11.05,9.72,Synthetic
RES-0000135,SOU-DUR-02,Green Cup Durban 02,Café,Durban,South Africa,-29.857226,31.041112,2025-10-12,Rice & Grains,Rice Pack,10,4.69,263.0,164.0,ZAR,8,7,1,0.875,1148.0,63.78,5.83,Synthetic
RES-0000136,NIG-BEN-03,Mama's Benin City 03,Food Vendor,Benin City,Nigeria,6.24543,5.630712,2025-08-20,Rice & Grains,Rice Pack,9,4.65,5920.0,3330.0,NGN,8,6,2,0.75,19980.0,12.49,4.01,Synthetic
RES-0000137,SEN-THI-02,Urban Cup Thies 02,Café,Thies,Senegal,14.843667,-16.984044,2025-09-21,Prepared Meals,Fried Rice,5,2.12,3070.0,1920.0,XOF,3,1,2,0.3333,1920.0,3.15,0.58,Synthetic
RES-0000138,KEN-NAK-02,Golden Nakuru 02,Restaurant,Nakuru,Kenya,-0.314895,36.099813,2025-12-02,Bakery,Sliced Bread,77,17.76,617.0,352.0,KES,43,36,7,0.8372,12672.0,97.48,38.37,Synthetic
RES-0000139,UGA-JIN-02,Celebration Jinja 02,Caterer,Jinja,Uganda,0.532321,33.207734,2025-06-26,Prepared Meals,Fried Rice,151,77.94,61520.0,32260.0,UGX,151,122,29,0.8079,3935720.0,1063.71,89.2,Synthetic
RES-0000140,NIG-LAG-03,Savanna Lagos 03,Restaurant,Lagos,Nigeria,6.532763,3.386386,2025-01-31,Fruits & Vegetables,Pineapples,24,10.85,1780.0,810.0,NGN,29,22,7,0.7586,17820.0,11.14,17.0,Synthetic
RES-0000141,KEN-NAK-01,Royal Nakuru 01,Hotel,Nakuru,Kenya,-0.273405,36.131639,2025-12-19,Fruits & Vegetables,Pineapples,218,121.04,1210.0,720.0,KES,247,225,22,0.9109,162000.0,1246.15,232.9,Synthetic
RES-0000142,KEN-KIS-01,Street Taste Kisumu 01,Food Vendor,Kisumu,Kenya,-0.112659,34.760289,2025-06-15,Bakery,Sliced Bread,20,5.71,717.0,260.0,KES,12,6,6,0.5,1560.0,12.0,5.43,Synthetic
RES-0000143,SEN-DAK-01,Green Cup Dakar 01,Café,Dakar,Senegal,14.725831,-17.523864,2025-03-04,Prepared Meals,Jollof Rice,58,26.88,10390.0,6300.0,XOF,84,70,14,0.8333,441000.0,722.95,55.18,Synthetic
RES-0000144,SOU-CAP-01,City Market Cape Town 01,Supermarket,Cape Town,South Africa,-33.884175,18.456767,2025-04-02,Beverages,Bottled Water,72,28.45,264.0,148.0,ZAR,55,22,33,0.4,3256.0,180.89,11.67,Synthetic
RES-0000145,KEN-NAI-01,ValueMart Nairobi 01,Supermarket,Nairobi,Kenya,-1.267782,36.755251,2025-03-12,Rice & Grains,Maize Meal,27,12.1,363.0,211.0,KES,22,14,8,0.6364,2954.0,22.72,12.55,Synthetic
RES-0000146,NIG-BEN-01,Urban Benin City 01,Restaurant,Benin City,Nigeria,6.278487,5.604537,2025-07-18,Fruits & Vegetables,Bananas,56,26.8,4260.0,1560.0,NGN,88,66,22,0.75,102960.0,64.35,66.26,Synthetic
RES-0000147,NIG-ENU-02,Celebration Enugu 02,Caterer,Enugu,Nigeria,6.419265,7.536229,2025-08-23,Pastries,Meat Pie,25,5.08,3360.0,1740.0,NGN,9,6,3,0.6667,10440.0,6.52,6.33,Synthetic
RES-0000148,KEN-NAK-03,Savanna Nakuru 03,Restaurant,Nakuru,Kenya,-0.261149,36.096314,2025-01-31,Bakery,Bread Loaf,25,5.48,1430.0,830.0,KES,15,13,2,0.8667,10790.0,83.0,11.63,Synthetic
RES-0000149,GHA-TAK-03,Street Taste Takoradi 03,Food Vendor,Takoradi,Ghana,4.903649,-1.763077,2025-02-03,Prepared Meals,Fried Rice,26,13.24,39.0,18.0,GHS,42,23,19,0.5476,414.0,26.71,23.47,Synthetic
RES-0000150,NIG-ABE-03,Fresh Choice Abeokuta 03,Supermarket,Abeokuta,Nigeria,7.123283,3.355117,2025-06-28,Fruits & Vegetables,Tomatoes,106,57.24,5900.0,2960.0,NGN,115,89,26,0.7739,263440.0,164.65,50.43,Synthetic
RES-0000151,TAN-MWA-01,Harvest Mwanza 01,Restaurant,Mwanza,Tanzania,-2.575545,32.900221,2025-06-11,Pastries,Croissant,42,7.61,11080.0,6090.0,TZS,14,10,4,0.7143,60900.0,23.42,8.23,Synthetic
RES-0000152,ETH-DIR-01,Civic Dire Dawa 01,Hotel,Dire Dawa,Ethiopia,9.57484,41.819112,2025-02-15,Rice & Grains,Grain Mix,48,23.29,1710.0,670.0,ETB,67,59,8,0.8806,39530.0,272.62,30.92,Synthetic
RES-0000153,NIG-IBA-06,Golden Crust Ibadan 06,Bakery,Ibadan,Nigeria,7.318234,3.935521,2025-05-26,Bakery,Sliced Bread,79,19.61,5080.0,3230.0,NGN,50,44,6,0.88,142120.0,88.82,27.31,Synthetic
RES-0000154,KEN-KIS-01,Grand Kisumu 01,Hotel,Kisumu,Kenya,-0.133868,34.752841,2025-12-29,Bakery,Whole Wheat Bread,44,11.17,666.0,334.0,KES,34,20,14,0.5882,6680.0,51.38,13.81,Synthetic
RES-0000155,NIG-LAG-04,Harvest Lagos 04,Restaurant,Lagos,Nigeria,6.591303,3.383543,2025-04-03,Rice & Grains,Millet Pack,43,20.78,6250.0,3280.0,NGN,61,52,9,0.8525,170560.0,106.6,36.48,Synthetic
RES-0000156,RWA-MUS-03,Daily Brew Musanze 03,Café,Musanze,Rwanda,-1.481032,29.627392,2025-11-12,Pastries,Sausage Roll,10,1.85,7170.0,4220.0,RWF,4,3,1,0.75,12660.0,8.73,1.39,Synthetic
RES-0000157,NIG-ABU-01,ValueMart Abuja 01,Supermarket,Abuja,Nigeria,9.099042,7.401147,2025-07-23,Dairy,Flavoured Yoghurt,18,5.58,2000.0,1110.0,NGN,10,5,5,0.5,5550.0,3.47,3.97,Synthetic
RES-0000158,SOU-JOH-01,Urban Cup Johannesburg 01,Café,Johannesburg,South Africa,-26.195266,28.061363,2025-11-19,Fruits & Vegetables,Mixed Vegetables,12,5.45,223.0,144.0,ZAR,14,12,2,0.8571,1728.0,96.0,12.27,Synthetic
RES-0000159,RWA-MUS-01,Kitchen Musanze 01,Restaurant,Musanze,Rwanda,-1.534922,29.675543,2025-12-24,Prepared Meals,Jollof Rice,9,4.43,1480.0,860.0,RWF,8,6,2,0.75,5160.0,3.56,5.28,Synthetic
RES-0000160,UGA-ENT-01,Quick Bite Entebbe 01,Food Vendor,Entebbe,Uganda,0.053652,32.485064,2025-01-02,Fruits & Vegetables,Pineapples,26,12.15,12300.0,4700.0,UGX,27,20,7,0.7407,94000.0,25.41,13.28,Synthetic
RES-0000161,NIG-BEN-01,Fresh Choice Benin City 01,Supermarket,Benin City,Nigeria,6.354652,5.648176,2025-06-19,Prepared Meals,Pasta Meal,226,92.91,4170.0,1540.0,NGN,182,71,111,0.3901,109340.0,68.34,32.23,Synthetic
RES-0000162,ETH-ADD-01,Green Cup Addis Ababa 01,Café,Addis Ababa,Ethiopia,9.029752,38.668053,2025-08-20,Prepared Meals,Jollof Rice,24,11.43,1740.0,930.0,ETB,36,21,15,0.5833,19530.0,134.69,16.68,Synthetic
RES-0000163,NIG-POR-02,Savanna Port Harcourt 02,Restaurant,Port Harcourt,Nigeria,4.803043,7.082414,2025-08-27,Bakery,Dinner Rolls,21,5.71,7020.0,3050.0,NGN,11,10,1,0.9091,30500.0,19.06,7.1,Synthetic
RES-0000164,NIG-KAN-01,Grand Kano 01,Hotel,Kano,Nigeria,12.05759,8.585066,2025-02-02,Rice & Grains,Oats,92,35.35,4950.0,3030.0,NGN,74,70,4,0.9459,212100.0,132.56,62.11,Synthetic
RES-0000165,KEN-NAK-04,Fresh Nakuru 04,Restaurant,Nakuru,Kenya,-0.315325,36.114134,2025-07-05,Beverages,Bottled Water,17,6.87,1040.0,670.0,KES,18,16,2,0.8889,10720.0,82.46,13.42,Synthetic
RES-0000166,GHA-KUM-03,Fresh Choice Kumasi 03,Supermarket,Kumasi,Ghana,6.692689,-1.598401,2025-11-23,Prepared Meals,Pasta Meal,19,9.2,101.0,65.0,GHS,29,12,17,0.4138,780.0,50.32,10.22,Synthetic
RES-0000167,TAN-ARU-01,Premier Arusha 01,Hotel,Arusha,Tanzania,-3.442461,36.705686,2025-03-17,Bakery,Whole Wheat Bread,57,16.04,17470.0,8850.0,TZS,30,27,3,0.9,238950.0,91.9,17.74,Synthetic
RES-0000168,UGA-JIN-01,Street Taste Jinja 01,Food Vendor,Jinja,Uganda,0.479503,33.220018,2025-09-29,Rice & Grains,Brown Rice,9,4.23,68680.0,26210.0,UGX,8,5,3,0.625,131050.0,35.42,2.3,Synthetic
RES-0000169,NIG-ABU-03,Urban Cup Abuja 03,Café,Abuja,Nigeria,9.073105,7.365456,2025-01-24,Bakery,Bread Loaf,37,10.51,6330.0,4010.0,NGN,31,28,3,0.9032,112280.0,70.18,31.67,Synthetic
RES-0000170,SEN-DAK-01,Fresh Oven Dakar 01,Bakery,Dakar,Senegal,14.649746,-17.467839,2025-11-16,Pastries,Muffin,5,0.85,6200.0,3460.0,XOF,2,2,0,1.0,6920.0,11.34,1.71,Synthetic
RES-0000171,NIG-BEN-01,Taste Hub Benin City 01,Caterer,Benin City,Nigeria,6.381803,5.597167,2025-06-20,Bakery,Whole Wheat Bread,199,42.9,2510.0,970.0,NGN,94,75,19,0.7979,72750.0,45.47,51.71,Synthetic
RES-0000172,KEN-MOM-01,ValueMart Mombasa 01,Supermarket,Mombasa,Kenya,-4.031224,39.690081,2025-04-29,Pastries,Croissant,18,3.3,1490.0,860.0,KES,7,4,3,0.5714,3440.0,26.46,3.48,Synthetic
RES-0000173,NIG-JOS-02,City Market Jos 02,Supermarket,Jos,Nigeria,9.884659,8.791655,2025-12-29,Beverages,Bottled Water,29,11.93,3160.0,1670.0,NGN,24,14,10,0.5833,23380.0,14.61,6.34,Synthetic
RES-0000174,SEN-THI-01,Golden Crust Thies 01,Bakery,Thies,Senegal,14.783562,-16.87561,2025-11-29,Prepared Meals,Chicken Meal,19,9.65,11820.0,4670.0,XOF,19,17,2,0.8947,79390.0,130.15,16.24,Synthetic
RES-0000175,NIG-KAN-02,Premier Kano 02,Hotel,Kano,Nigeria,11.991036,8.548207,2025-01-27,Prepared Meals,Beans & Plantain,46,21.16,7650.0,3140.0,NGN,61,39,22,0.6393,122460.0,76.54,31.43,Synthetic
RES-0000176,NIG-ABU-04,Urban Cup Abuja 04,Café,Abuja,Nigeria,9.040759,7.42252,2025-06-13,Prepared Meals,Jollof Rice,20,9.02,2280.0,800.0,NGN,21,19,2,0.9048,15200.0,9.5,11.1,Synthetic
RES-0000177,GHA-TAK-01,Green Basket Takoradi 01,Supermarket,Takoradi,Ghana,4.902025,-1.757561,2025-06-07,Bakery,Bread Loaf,13,3.58,47.0,19.0,GHS,9,7,2,0.7778,133.0,8.58,6.62,Synthetic
RES-0000178,COT-YAM-01,Urban Yamoussoukro 01,Restaurant,Yamoussoukro,Cote d'Ivoire,6.779507,-5.339352,2025-04-21,Fruits & Vegetables,Bananas,13,5.64,9330.0,3950.0,XOF,13,7,6,0.5385,27650.0,45.33,3.76,Synthetic
RES-0000179,ETH-DIR-01,Mama's Dire Dawa 01,Food Vendor,Dire Dawa,Ethiopia,9.654438,41.871455,2025-11-24,Fruits & Vegetables,Mixed Vegetables,20,11.44,912.0,409.0,ETB,23,14,9,0.6087,5726.0,39.49,9.1,Synthetic
RES-0000180,UGA-JIN-02,Urban Cup Jinja 02,Café,Jinja,Uganda,0.468576,33.179091,2025-02-09,Dairy,Custard,26,8.94,56970.0,31230.0,UGX,20,14,6,0.7,437220.0,118.17,13.11,Synthetic
RES-0000181,ETH-BAH-02,Harvest Bahir Dar 02,Restaurant,Bahir Dar,Ethiopia,11.609286,37.342567,2025-09-18,Beverages,Soft Drink,55,24.34,517.0,306.0,ETB,52,26,26,0.5,7956.0,54.87,20.42,Synthetic
RES-0000182,ETH-DIR-01,Fresh Choice Dire Dawa 01,Supermarket,Dire Dawa,Ethiopia,9.541814,41.861448,2025-01-22,Pastries,Sausage Roll,80,14.14,1320.0,790.0,ETB,42,32,10,0.7619,25280.0,174.34,27.31,Synthetic
RES-0000183,KEN-NAI-02,Daily Brew Nairobi 02,Café,Nairobi,Kenya,-1.323349,36.825289,2025-07-22,Dairy,Milk,8,2.53,1240.0,730.0,KES,4,3,1,0.75,2190.0,16.85,1.83,Synthetic
RES-0000184,NIG-ABU-02,Garden Abuja 02,Hotel,Abuja,Nigeria,9.037328,7.345431,2025-11-07,Rice & Grains,Brown Rice,52,20.0,3560.0,1580.0,NGN,58,42,16,0.7241,66360.0,41.48,28.13,Synthetic
RES-0000185,UGA-ENT-01,Fresh Choice Entebbe 01,Supermarket,Entebbe,Uganda,0.10485,32.427835,2025-03-03,Dairy,Yoghurt,18,6.18,42570.0,16750.0,UGX,20,12,8,0.6,201000.0,54.32,8.79,Synthetic
RES-0000186,RWA-MUS-02,Savanna Musanze 02,Restaurant,Musanze,Rwanda,-1.512932,29.656542,2025-11-24,Dairy,Yoghurt,26,7.7,5840.0,2050.0,RWF,18,17,1,0.9444,34850.0,24.03,10.8,Synthetic
RES-0000187,GHA-TAK-04,Mama's Takoradi 04,Food Vendor,Takoradi,Ghana,4.839151,-1.764417,2025-08-10,Prepared Meals,Jollof Rice,20,8.65,31.0,20.0,GHS,19,15,4,0.7895,300.0,19.35,13.64,Synthetic
RES-0000188,NIG-ENU-01,Green Cup Enugu 01,Café,Enugu,Nigeria,6.412721,7.516149,2025-07-09,Beverages,Fruit Juice,20,7.92,5350.0,2320.0,NGN,23,20,3,0.8696,46400.0,29.0,16.9,Synthetic
RES-0000189,UGA-KAM-01,Prime Plate Kampala 01,Caterer,Kampala,Uganda,0.35709,32.593733,2025-11-17,Rice & Grains,Oats,82,39.63,26950.0,15530.0,UGX,92,70,22,0.7609,1087100.0,293.81,62.84,Synthetic
RES-0000190,NIG-ENU-01,Mama's Enugu 01,Food Vendor,Enugu,Nigeria,6.505128,7.576849,2025-05-01,Fruits & Vegetables,Oranges,40,17.46,3960.0,2530.0,NGN,49,37,12,0.7551,93610.0,58.51,26.46,Synthetic
RES-0000191,SEN-THI-02,Fresh Oven Thies 02,Bakery,Thies,Senegal,14.787509,-16.915506,2025-02-10,Prepared Meals,Chicken Meal,51,22.43,7950.0,5080.0,XOF,45,38,7,0.8444,193040.0,316.46,21.57,Synthetic
RES-0000192,NIG-ONI-03,Harvest Onitsha 03,Restaurant,Onitsha,Nigeria,6.199561,6.865368,2025-06-06,Beverages,Soft Drink,10,4.28,3670.0,1840.0,NGN,9,9,0,1.0,16560.0,10.35,8.15,Synthetic
RES-0000193,NIG-IBA-02,Harvest Ibadan 02,Restaurant,Ibadan,Nigeria,7.369061,3.910023,2025-03-07,Prepared Meals,Fried Rice,23,10.06,4100.0,1610.0,NGN,21,16,5,0.7619,25760.0,16.1,11.78,Synthetic
RES-0000194,TAN-MWA-02,Royal Mwanza 02,Hotel,Mwanza,Tanzania,-2.452224,32.897441,2025-05-04,Dairy,Custard,16,5.12,21450.0,13590.0,TZS,11,8,3,0.7273,108720.0,41.82,6.11,Synthetic
RES-0000195,NIG-POR-01,City Market Port Harcourt 01,Supermarket,Port Harcourt,Nigeria,4.880512,7.066278,2025-07-19,Bakery,Whole Wheat Bread,36,8.0,1940.0,830.0,NGN,23,16,7,0.6957,13280.0,8.3,7.32,Synthetic
RES-0000196,NIG-JOS-01,Sunrise Jos 01,Bakery,Jos,Nigeria,9.841465,8.890302,2025-05-12,Dairy,Flavoured Yoghurt,16,4.59,3250.0,2070.0,NGN,8,4,4,0.5,8280.0,5.18,2.45,Synthetic
RES-0000197,SOU-DUR-01,Savanna Durban 01,Restaurant,Durban,South Africa,-29.824976,31.032382,2025-02-27,Rice & Grains,Grain Mix,15,6.09,96.0,39.0,ZAR,13,9,4,0.6923,351.0,19.5,4.16,Synthetic
RES-0000198,ETH-BAH-02,City Bites Bahir Dar 02,Food Vendor,Bahir Dar,Ethiopia,11.602124,37.359047,2025-11-12,Bakery,Dinner Rolls,21,5.84,1710.0,980.0,ETB,15,9,6,0.6,8820.0,60.83,7.56,Synthetic
RES-0000199,NIG-BEN-02,Event Kitchen Benin City 02,Caterer,Benin City,Nigeria,6.322948,5.586304,2025-10-16,Beverages,Soft Drink,34,12.12,3150.0,1460.0,NGN,35,26,9,0.7429,37960.0,23.72,21.2,Synthetic
RES-0000200,NIG-ABE-02,Fresh Oven Abeokuta 02,Bakery,Abeokuta,Nigeria,7.133006,3.330721,2025-04-01,Prepared Meals,Pasta Meal,55,25.59,5030.0,3220.0,NGN,69,43,26,0.6232,138460.0,86.54,35.92,Synthetic
RES-0000201,UGA-JIN-02,Royal Jinja 02,Hotel,Jinja,Uganda,0.451492,33.27733,2025-10-12,Prepared Meals,Chicken Meal,38,18.42,45800.0,23380.0,UGX,36,25,11,0.6944,584500.0,157.97,17.69,Synthetic
RES-0000202,COT-YAM-02,Harvest Yamoussoukro 02,Restaurant,Yamoussoukro,Cote d'Ivoire,6.779102,-5.307836,2025-03-18,Pastries,Sausage Roll,38,7.37,1440.0,610.0,XOF,22,12,10,0.5455,7320.0,12.0,7.25,Synthetic
RES-0000203,KEN-NAK-05,Golden Nakuru 05,Restaurant,Nakuru,Kenya,-0.317855,36.082971,2025-07-12,Fruits & Vegetables,Bananas,46,20.96,1740.0,950.0,KES,44,15,29,0.3409,14250.0,109.62,10.52,Synthetic
RES-0000204,NIG-ONI-01,Celebration Onitsha 01,Caterer,Onitsha,Nigeria,6.220532,6.767343,2025-06-05,Fruits & Vegetables,Mixed Vegetables,56,25.53,7490.0,4480.0,NGN,51,38,13,0.7451,170240.0,106.4,25.26,Synthetic
RES-0000205,NIG-ABE-03,Fresh Oven Abeokuta 03,Bakery,Abeokuta,Nigeria,7.144761,3.376249,2025-06-07,Bakery,Baguette,23,6.22,5960.0,2430.0,NGN,13,9,4,0.6923,21870.0,13.67,5.08,Synthetic
RES-0000206,NIG-BEN-03,Prime Plate Benin City 03,Caterer,Benin City,Nigeria,6.352469,5.589128,2025-06-30,Prepared Meals,Chicken Meal,41,16.29,5960.0,3810.0,NGN,31,14,17,0.4516,53340.0,33.34,10.39,Synthetic
RES-0000207,NIG-LAG-03,Taste Hub Lagos 03,Caterer,Lagos,Nigeria,6.588847,3.436612,2025-02-23,Prepared Meals,Pasta Meal,71,29.73,7410.0,4600.0,NGN,78,73,5,0.9359,335800.0,209.88,34.81,Synthetic
RES-0000208,RWA-KIG-04,Savanna Kigali 04,Restaurant,Kigali,Rwanda,-2.015423,30.023924,2025-04-07,Prepared Meals,Local Rice Meal,35,14.77,11510.0,5760.0,RWF,38,31,7,0.8158,178560.0,123.14,16.81,Synthetic
RES-0000209,NIG-ENU-01,Sunrise Enugu 01,Bakery,Enugu,Nigeria,6.460092,7.487415,2025-03-15,Prepared Meals,Fried Rice,41,16.5,1690.0,1010.0,NGN,53,46,7,0.8679,46460.0,29.04,34.32,Synthetic
RES-0000210,KEN-NAK-02,Daily Nakuru 02,Bakery,Nakuru,Kenya,-0.308681,36.12244,2025-11-28,Prepared Meals,Beans & Plantain,47,21.51,1060.0,550.0,KES,41,33,8,0.8049,18150.0,139.62,29.45,Synthetic
RES-0000211,RWA-KIG-02,Fresh Oven Kigali 02,Bakery,Kigali,Rwanda,-1.915823,30.009657,2025-11-03,Prepared Meals,Local Rice Meal,7,3.02,3810.0,1450.0,RWF,8,2,6,0.25,2900.0,2.0,1.13,Synthetic
RES-0000212,SOU-PRE-01,Grand Pretoria 01,Hotel,Pretoria,South Africa,-25.732114,28.236869,2025-06-27,Prepared Meals,Local Rice Meal,12,4.88,264.0,140.0,ZAR,9,6,3,0.6667,840.0,46.67,5.57,Synthetic
RES-0000213,NIG-BEN-01,Morning Benin City 01,Bakery,Benin City,Nigeria,6.278105,5.573866,2025-03-22,Prepared Meals,Beans & Plantain,33,16.48,5690.0,2230.0,NGN,50,43,7,0.86,95890.0,59.93,27.21,Synthetic
RES-0000214,UGA-JIN-02,City Market Jinja 02,Supermarket,Jinja,Uganda,0.415102,33.191976,2025-02-18,Fruits & Vegetables,Tomatoes,4,2.02,44940.0,26370.0,UGX,6,4,2,0.6667,105480.0,28.51,2.8,Synthetic
RES-0000215,RWA-MUS-01,Taste Hub Musanze 01,Caterer,Musanze,Rwanda,-1.504893,29.61217,2025-06-29,Prepared Meals,Beans & Plantain,91,35.09,8540.0,3620.0,RWF,102,80,22,0.7843,289600.0,199.72,61.24,Synthetic
RES-0000216,RWA-MUS-02,Taste Hub Musanze 02,Caterer,Musanze,Rwanda,-1.546248,29.673098,2025-04-12,Fruits & Vegetables,Oranges,38,17.15,1920.0,890.0,RWF,40,24,16,0.6,21360.0,14.73,16.74,Synthetic
RES-0000217,NIG-JOS-01,Grand Jos 01,Hotel,Jos,Nigeria,9.947603,8.839546,2025-07-03,Prepared Meals,Fried Rice,53,27.38,7620.0,3030.0,NGN,54,51,3,0.9444,154530.0,96.58,39.97,Synthetic
